-0.7594882,-7.3852754,2.4102771,1.606548,-1.4346883,6.2523046,3.6668248,-0.5933848,-0.19405754,-6.931052,-8.666861,-8.354599,-1.6994582,-13.993087,5.0247436,-17.944927,-5.5795307,-1.6408311,-1.9366388,-17.7497
-3.4577587,2.1659045,1.876744,-4.516445,-4.570351,-3.838652,-2.0976603,-7.943102,-3.2843418,1.3775885,-2.6576276,3.9823678,-3.2119803,-0.98871857,-5.3565874,9.596492,-11.101114,6.0611186,-2.2749457,-1.2429451
0.13796878,0.83559215,2.0815876,0.567369,-2.9706545,-0.11961275,0.5138536,-3.5657687,1.0022793,0.9414808,-2.4055486,-0.7769554,2.8079572,-2.3969724,-4.530955,-2.967849,-3.7502918,-1.4518577,-3.3678284,-3.6038916
-2.0350275,1.046868,-1.9032261,-3.5081372,3.673683,-2.847403,2.5124328,1.8868295,-3.2858982,-9.2254925,-0.22707061,-10.350402,-0.12814726,-9.740291,-6.1103473,3.4012516,-6.728533,-0.77349406,-10.824915,7.345829
-0.9336909,1.9290894,-0.14977126,0.4517881,-0.54735816,-1.1869694,7.912913,-2.560099,-3.251146,-5.246448,-4.845008,-9.611269,-0.028421426,-5.342203,-6.0166163,-5.0329847,0.61683756,-0.14341517,-6.146655,-9.222689
-1.3599664,-1.7728485,-0.58856374,0.48992762,-1.7961807,-0.80263627,-6.067348,-7.2917914,-7.1139903,-0.39574572,-6.844999,-7.5714283,-1.460852,0.17851135,-6.699411,-8.394045,-8.843584,1.2998723,-5.3573203,-9.681622
1.7153924,-0.22865734,-1.362445,-0.5702078,-3.7584958,-3.0815184,-0.24795626,11.243918,-1.5125561,-2.4795425,-10.045998,-4.598703,1.4792029,-3.9327734,-4.374027,-7.543155,-2.2023308,-1.2397147,-15.213467,-2.485165
1.1178465,-0.5314482,-1.1547352,6.5821095,-0.52922076,-0.82405794,-3.181136,-3.941783,-10.931863,-0.7018396,-3.2970493,-8.0592375,-0.8320024,-1.4276367,-9.773554,-2.8537455,-4.120908,-0.576957,1.236058,-3.551324
-2.2478287,0.26246116,-1.1702203,-2.8664734,10.653654,-3.311011,4.580167,0.2592822,-1.9255232,8.659664,-2.0495982,-7.683251,-1.6747392,-2.2838786,-9.830911,-2.5083678,-4.479139,0.6466035,-7.1138544,-13.462902
-0.9508601,-0.07744178,0.09929909,-1.690405,-6.7715287,-4.1018243,-0.2944212,2.5727975,5.8674335,0.24217589,-2.8774717,-3.6075306,0.4190619,-12.697289,-5.1121845,-3.0013196,-10.930879,-1.326194,-5.080946,-3.1878064
-3.1194112,0.3086171,-0.13386317,-0.04566504,-0.28242764,-1.5091865,-2.8800943,-5.216114,-3.246851,-5.154392,-5.407514,-10.235195,6.4672737,-1.3022218,-5.868889,-0.94642264,-6.729223,-2.3647268,-8.224128,-5.5737114
1.3366004,0.030367143,-6.6506815,-15.175827,2.208834,0.022954233,-0.74354905,-7.1246643,-12.434094,1.7111161,11.063832,-3.9289963,1.6127491,-8.254023,6.968918,-1.1292738,-9.97158,-3.51132,-9.386067,-3.9354112
-1.5615181,-4.133651,5.8238153,-1.4456536,-6.0665097,-4.2902575,-7.3808537,-10.487104,-7.9905963,-9.056971,1.0208999,7.02736,0.28159982,-6.108461,0.08319881,-6.0403934,7.722585,0.42066202,-2.1811213,5.867397
-5.993646,-2.317694,-6.3258734,1.210663,-9.44149,-4.248526,4.1091824,1.1029233,1.9961631,-2.8015516,-5.3366838,-7.242024,7.0560765,-4.5381627,6.726815,-3.6112437,-4.6853204,0.52414274,-9.753011,4.524716
0.20448083,-0.6616439,0.42546192,0.39126801,-0.67949885,-0.25558186,1.7583938,0.40542322,-0.1481021,-1.3284135,0.59536666,-2.6782677,0.7691969,0.48609903,-1.2518011,-5.268757,-0.12912668,-2.4781916,-5.8766584,-2.105468
-0.4346149,3.8884916,-1.0691661,-2.4686325,-1.9359393,-1.1533146,-4.7595425,-10.035812,-15.856824,-9.145918,-5.9858284,-18.974543,2.0813315,1.3346598,-8.5082655,-5.952791,-0.26109987,0.3455534,-0.7988824,-7.9077697
-1.6526846,0.27400857,-0.6903986,4.0677943,-2.6441002,-1.2404879,-4.2935166,-6.678778,5.141547,-3.1865945,-4.3454785,-12.337969,1.6682318,3.6534264,-8.516738,-21.799894,-7.388777,-1.1336704,-4.1555986,-9.942657
5.727201,-1.9160067,-1.0640357,-2.1329868,4.3291736,-2.061315,-5.4101844,-7.9269,-8.512987,-1.3055909,-8.024103,-5.985232,-2.7574248,-7.143252,-8.886007,-4.7103553,0.48556957,-2.6654663,-4.4767804,-5.5150704
-1.155776,1.2389942,0.011115422,-0.013945574,-9.724833,-5.3907957,-1.0366602,-2.2376094,-7.953923,-8.824084,2.665648,13.770958,1.5834547,-9.538039,-11.508707,-5.70887,6.873989,-1.8564591,1.2777213,5.6708894
0.6993821,-5.986036,3.167954,-4.659961,-5.34115,-4.5013056,2.2562633,-0.7044537,-4.102514,-3.94549,0.41030714,-4.943004,1.7581419,-13.320787,-2.8681197,7.139991,-6.390019,-3.2686863,-7.0499606,7.1839614
-2.5124211,-0.43354863,-1.6016704,-0.9799359,-3.8336637,-1.2175564,-3.2647936,5.8422604,-7.205329,8.558168,4.0852823,-7.411053,-0.4504477,-4.0255923,-3.9179003,0.9212438,-2.337318,-1.6471541,10.761808,5.0116515
1.3077661,0.6341493,-5.902062,-10.211796,-8.766421,-2.6484618,-4.08771,-1.820304,8.419898,-6.31426,9.275109,2.0057025,-6.1524973,-6.462277,-10.639327,-11.805976,-0.35704568,-1.9222504,-9.933827,-10.510829
-2.6131418,-1.4478457,-2.0752225,-1.6860495,-2.067914,2.597283,-9.276527,-5.833232,1.5237665,8.592837,0.10422289,-7.4051137,-4.351213,-7.570178,7.829636,-6.7309847,4.0653076,2.3870125,-5.290972,2.3884048
1.1978121,1.3956019,-1.7357726,-9.33462,-4.6385617,-3.5459785,-3.1617315,-6.783174,-6.225719,-6.7917185,-7.3477592,-18.50128,-3.3521154,4.0025234,-7.006437,-0.22650722,-6.0684214,7.2395167,-0.18631256,-0.014194807
-1.1328477,1.3553803,0.6007975,-3.478994,-7.602095,-1.0533524,4.2599607,-3.996669,-4.650984,-4.072122,-3.858193,3.360886,-1.6107885,-1.9967607,7.2272835,0.9561076,9.901641,-3.38654,-3.104007,-3.2254667
-1.1971841,0.4210637,-2.3455071,4.8184333,-4.024987,-3.188791,5.7889504,-2.9119241,-5.500221,-5.9688454,-0.012684042,-5.011291,0.24248497,-11.1511545,-1.1740713,-9.338575,-4.5833416,-2.4750865,-6.2985053,3.050061
-0.56282866,-0.33617538,2.1382103,1.9337945,-0.7449095,-4.37403,-2.7915556,-4.3104086,-0.19962035,-1.4427276,-1.81272,-10.94516,0.5797333,0.7592486,-3.0783086,-7.331687,1.1385497,-2.511788,-7.9935246,-6.409031
-2.0391831,-0.31408814,1.809898,0.91932064,1.6348022,2.7148354,-1.8005335,-3.4914033,0.25734848,-2.3406951,-2.9424329,-5.4757514,-1.797364,-4.2114315,-2.9208515,-5.605676,-7.586792,0.9323742,-7.138643,-5.1501527
0.32458436,1.6013438,4.163309,-0.07107601,-2.405353,-0.26477563,1.8044233,-5.2267838,-4.2533712,-0.19704352,-4.4651237,2.2308435,1.8518581,-1.9815897,1.815453,-8.845354,-0.2827572,0.0032653809,-5.4805183,-8.384493
1.4114442,-2.6241007,4.5630994,-5.4629235,0.22578576,-2.2929342,1.3720903,-0.13510491,-7.312723,-7.8027005,7.420469,-10.507585,-0.21444395,-3.4609048,-2.434,-10.455174,-3.2818017,-2.4823544,-5.567392,6.0206766
0.06723843,5.40993,-1.8051127,-1.899368,-5.1301413,4.647391,-10.592811,-13.717623,-11.347114,-11.284651,-8.98364,-1.251032,-5.54143,-13.183671,-2.4529226,-2.0730078,-12.668348,-3.8091161,-8.192522,-4.077418
0.1983717,1.4827248,0.6515729,0.085635975,0.6917641,-2.2529058,1.5319328,-3.314221,-3.0566516,-8.8371,-3.9015982,-1.7861074,-1.0261927,-6.484353,0.20516942,1.9506185,-13.982449,4.6076164,-5.793078,0.61303437
-1.7705522,-0.9070377,-1.1617503,-3.3729463,3.1156433,0.33556664,0.048906162,-9.183515,-3.4819207,-2.6293843,-5.1255846,-0.9613889,-1.6097263,-4.3558784,-3.9428523,-5.7477612,-5.0853806,0.3896217,-5.6840897,-0.45159274
3.0363352,1.4035653,-0.5807522,1.6852525,-4.8706374,-2.3298662,-0.30772102,-2.443737,-6.4203115,10.374673,1.7601571,-10.395828,-1.7841079,0.083828226,-3.4820693,-0.049576074,-6.9055057,0.7926207,-8.874598,2.8344107
1.8688315,0.832475,0.7615276,4.0324874,1.4790794,-1.6080784,4.6897693,-2.8404977,7.137949,-6.3620563,-2.676663,-3.1801028,-4.6496024,-8.440676,4.4209466,8.778129,-4.3825884,0.18651754,4.2678123,-3.6184318
4.890448,-0.3604057,-2.3542254,-5.292833,-8.754445,-4.2521772,-4.9810486,3.4767225,-2.9891126,-9.319622,-0.7196174,-3.8773334,-6.855764,-11.318355,2.2285647,-3.9187338,-0.18204564,3.6200361,-1.5044335,-1.8863403
-3.9444788,-2.3126469,3.4505498,-3.858305,-1.7808263,6.209389,-4.755085,-12.495363,-11.393352,-5.220854,-10.559829,-10.295122,-2.952024,-12.293981,-16.20904,-21.633345,-9.657783,-0.86647105,-20.070665,-7.335943
-0.77257293,-0.4773825,-0.5646159,2.0603132,1.5273311,-0.32033968,0.82594717,-4.033996,2.8537388,-5.1504083,-1.6466835,-9.157449,2.4280431,-3.292429,1.2219489,5.858595,-6.3884864,-1.3566726,-8.337847,3.974274
1.9013257,-5.4576254,-5.1099963,-7.00099,-9.765141,3.3493054,3.206939,-3.5110278,8.450381,-3.4788167,-10.002514,-20.586405,-2.295638,12.358936,-9.1624975,2.0589542,-5.740816,-7.2248535,-7.206337,6.9358506
2.5608819,-0.139311,-2.2497046,-7.7394705,5.566921,-0.2207988,-0.93871284,8.951112,-2.294618,-5.803578,0.4070738,-10.590853,-2.606015,-1.0080749,-4.8263755,-4.3917766,6.879834,-0.5321664,3.1526885,0.13122101
-0.21005046,-0.4448994,-4.893868,1.6511091,-5.5457563,-5.5201106,7.748392,-6.3633876,-5.671635,-4.8805294,4.0663652,-6.485994,-1.6779414,-4.2895555,-0.95523995,-0.6870332,-3.9795492,0.7392133,7.04614,-0.81146806
-4.604089,3.888948,3.899822,-8.261127,-6.37132,-9.474705,1.9625151,7.2729015,8.804333,-0.48559007,-5.6370673,-1.0643096,-8.39167,-2.4896753,-0.09594202,-1.5576551,0.33629072,-3.7064998,-12.165431,-8.322885
-1.3371733,0.59710187,0.60104096,-2.9787853,-0.82328427,-2.9559834,-1.563602,2.2282574,-1.7302011,1.7096771,-5.665452,-12.873761,4.45039,4.2423606,1.920091,10.453972,-5.0912695,-1.7312557,-5.6952066,0.60766685
0.032160778,0.9776612,3.267115,-0.15064073,-2.1677372,0.45033085,-1.9802246,-4.8877163,-3.383094,-2.7260418,-3.0437717,-1.0415435,-0.116501786,-3.8582861,3.1805243,-6.8467402,-2.54402,-0.9170951,1.3515671,-8.272432
